School Year,ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Email,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Superintendent Email,Community School Sup Name,Community School Sup Email,BFSC Location Code,BFSC Director Name,BFSC Director Title,BFSC Director Phone,BFSC Director Email,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude
2015-16,29Q131,Q131,P.S. 131 Abigail Adams,342900010131,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,SE",01/01/9679,Open,Q131,170-45 84 AVENUE,QUEENS,NY,11432,Veronica Depaolo,I.A. PRINCIPAL,VDepaolo@schools.nyc.gov,718-480-2840,718-658-5690,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1041338,200621,40.71715,-73.794061
2015-16,29Q132,Q132,P.S. 132 Ralph Bunche,342900010132,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/10410,Open,Q132,132-15 218 STREET,QUEENS,NY,11413,ALICIA HAWKINS DAVIS,PRINCIPAL,AHawkinsDavis@schools.nyc.gov,718-528-5734,718-723-6931,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1053783,187828,40.681948,-73.7493
2015-16,29Q134,Q134,P.S. 134 Hollis,342900010134,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/10410,Open,Q134,203-02 109 AVENUE,QUEENS,NY,11412,Robert Chambers,PRINCIPAL,RChambe@schools.nyc.gov,718-464-5544,718-464-7779,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1052246,197146,40.707535,-73.754747
2015-16,29Q135,Q135,The Bellaire School,342900010135,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",01/01/11140,Open,Q135,207-11 89 AVENUE,QUEENS,NY,11427,DIANA LAGNESE,I.A. PRINCIPAL,DLagnese@schools.nyc.gov,718-464-2119,718-464-8448,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051444,202000,40.720864,-73.757591
2015-16,29Q136,Q136,P.S. 136 Roy Wilkins,342900010136,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/10410,Open,Q136,201-15 115 AVENUE,QUEENS,NY,11412,TANYA WALKER,PRINCIPAL,TWalker@schools.nyc.gov,718-465-2286,718-464-0040,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1052824,194016,40.69894,-73.752694
2015-16,29Q138,Q138,P.S./ M.S.138 Sunrise,342900010138,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/11505,Open,Q138,251-11 WELLER AVENUE,QUEENS,NY,11422,James Mc Enaney,PRINCIPAL,JMcEnan@schools.nyc.gov,718-528-9053,718-723-5670,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1057956,179799,40.659876,-73.734342
2015-16,29Q147,Q147,PS/MS 147 Ronald McNair,342900010147,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/11140,Open,Q147,218-01 116 AVENUE,QUEENS,NY,11411,ANNE COHEN,PRINCIPAL,ACohen1@schools.nyc.gov,718-528-2420,718-723-7819,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1056306,193694,40.698028,-73.74014
2015-16,29Q156,Q156,P.S. 156 Laurelton,342900010156,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06,07,08",01/01/11505,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413,Estelle Moore,I.A. PRINCIPAL,EMoore22@schools.nyc.gov,718-528-9173,718-723-7720,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1055450,184303,40.672259,-73.743327
2015-16,29Q176,Q176,P.S. 176 Cambria Heights,342900010176,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/18080,Open,Q176,120-45 235 STREET,QUEENS,NY,11411,ARLENE BARTLETT,PRINCIPAL,ABartle@schools.nyc.gov,718-525-4057,718-276-3458,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1059347,188952,40.684987,-73.729226
2015-16,29Q181,Q181,P.S. 181 Brookfield,342900010181,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/23559,Open,Q181,148-15 230 STREET,QUEENS,NY,11413,Dina Wheeler,PRINCIPAL,DWheele2@schools.nyc.gov,718-528-5807,718-723-7825,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1052798,178253,40.655674,-73.752948
2015-16,29Q192,Q192,I.S. 192 The Linden,342900010192,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/23193,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,HARRIET DIAZ,PRINCIPAL,HDiaz@schools.nyc.gov,718-479-5540,718-217-4645,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1052764,196584,40.705989,-73.752885
2015-16,29Q195,Q195,P.S. 195 William Haberle,342900010195,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/23559,Open,Q195,253-50 149 AVENUE,QUEENS,NY,11422,BERYL BAILEY,PRINCIPAL,BBailey@schools.nyc.gov,718-723-0313,718-723-7826,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1057610,177162,40.652641,-73.735618
2015-16,29Q208,Q208,P.S. / I.S. 208,342900010208,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",01/01/37677,Open,Q208,74-30 COMMONWEALTH BLVD,QUEENS,NY,11426,JAMES PHILEMY,PRINCIPAL,JPHILEM@schools.nyc.gov,718-468-6420,718-468-5054,26,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1059722,210554,40.744276,-73.727632
2015-16,29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,342900010238,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/26481,Open,Q238,88-15 182 STREET,QUEENS,NY,11423,Peter Leddy,PRINCIPAL,PLeddy@schools.nyc.gov,718-297-9821,718-658-5288,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1045336,199025,40.712743,-73.779653
2015-16,29Q243,Q243,Institute for Health Professions at Cambria Heights,342900011243,DOE,Career Technical,High school,"09,10,11,SE","09,10,11,12",01/01/41456,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Gareth Robinson,I.A. PRINCIPAL,GRobins3@schools.nyc.gov,718-723-7301,718-723-7306,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PELLES, KATHY",HS12,KPelles@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1054589,193965,40.698786,-73.74633
2015-16,29Q248,Q248,Queens Preparatory Academy,342900011248,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,TASHON HAYWOOD,PRINCIPAL,THaywoo2@schools.nyc.gov,718-712-2304,718-712-3273,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051454,183115,40.66903,-73.757744
2015-16,29Q251,Q251,P.S. 251 Queens,342900010251,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","0K,01,02,03",01/01/26846,Open,Q251,144-51 ARTHUR STREET,QUEENS,NY,11413,EDNA LONCKE,PRINCIPAL,ELoncke@schools.nyc.gov,718-276-2745,718-723-7822,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051000,181576,40.664809,-73.759396
2015-16,29Q259,Q259,Pathways College Preparatory School: A College Board School,342900011259,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38534,Open,Q192,109-89 204 STREET,QUEENS,NY,11412,KIMBERLY MITCHELL,PRINCIPAL,KMitche@schools.nyc.gov,718-454-4957,718-454-4892,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1052764,196584,40.705989,-73.752885
2015-16,29Q265,Q265,Excelsior Preparatory High School,342900011265,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38238,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,LILLY LUCAS,PRINCIPAL,LLucas2@schools.nyc.gov,718-525-6507,718-525-6276,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051454,183115,40.66903,-73.757744
2015-16,29Q268,Q268,PS/IS 268,342900010268,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",01/01/37803,Open,Q268,92-07 175 STREET,QUEENS,NY,11433,LISSA GRANT STEWART,PRINCIPAL,LGrantS@schools.nyc.gov,718-206-3240,718-206-2938,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1043800,197165,40.707648,-73.78521
2015-16,29Q270,Q270,The Gordon Parks School,342900010270,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",01/01/37803,Open,Q270,233-15 MERRICK BOULEVARD,QUEENS,NY,11422,Chayvonne Harper,PRINCIPAL,CHarper2@schools.nyc.gov,718-341-8280,718-341-5589,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1057415,185333,40.67507,-73.736232
2015-16,29Q272,Q272,George Washington Carver High School for the Sciences,342900011272,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38238,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,JANICE SUTTON,PRINCIPAL,JSutton2@schools.nyc.gov,718-525-6439,718-525-6482,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051454,183115,40.66903,-73.757744
2015-16,29Q283,Q283,Preparatory Academy for Writers: A College Board School,342900011283,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38899,Open,Q420,143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,CHARLES ANDERSON,PRINCIPAL,CAnderson15@schools.nyc.gov,718-949-8405,718-525-8495,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051454,183115,40.66903,-73.757744
2015-16,29Q289,Q289,Queens United Middle School,342900010289,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/41456,Open,Q156,229-02 137 AVENUE,QUEENS,NY,11413,Richard Roder,PRINCIPAL,RRoder@schools.nyc.gov,718-723-3501,718-723-3507,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1055450,184303,40.672259,-73.743327
2015-16,29Q295,Q295,P.S./I.S. 295,342900010295,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/39264,Open,Q263,222-14 JAMAICA AVENUE,QUEENS,NY,11428,DEON LAVIGNE-JONES,PRINCIPAL,DLavigneJones@schools.nyc.gov,718-464-1433,718-464-1439,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1058705,201931,40.720617,-73.731398
2015-16,29Q313,Q313,Benjamin Franklin High School for Finance & Information Technology,342900011313,DOE,Career Technical,High school,"09,10,SE","09,10,11,12",01/01/41821,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,CARLA THEODOROU,PRINCIPAL,CTheodorou@schools.nyc.gov,718-276-0150,718-276-4725,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,Y,1054589,193965,40.698786,-73.74633
2015-16,29Q326,Q326,Cambria Heights Academy,342900011326,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/40360,Open,Q799,188-04 91ST AVENUE,QUEENS,NY,11423,Melissa Menake,PRINCIPAL,MMenake@schools.nyc.gov,718-776-2815,718-776-2818,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MENDEZ, JUAN",HS08,JMendez2@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,N,1047682,198705,40.711857,-73.771196
2015-16,29Q327,Q327,Eagle Academy for Young Men III,342900011327,DOE,General Academic,Secondary School,"06,07,08,09,10,11,SE","06,07,08,09,10,11,12",01/01/40360,Open,Q633,171-10 LINDEN BOULEVARD,QUEENS,NY,11434,KENYATTE REID,PRINCIPAL,KReid3@schools.nyc.gov,718-480-2600,718-480-2610,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1045558,191363,40.69172,-73.778924
2015-16,29Q355,Q355,Collaborative Arts Middle School,342900010355,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/40725,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,Tammy Holloway,PRINCIPAL,THollow2@schools.nyc.gov,718-977-6181,718-977-6183,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051000,181576,40.664809,-73.759396
2015-16,29Q356,Q356,Community Voices Middle School,342900010356,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/40725,Open,Q231,145-00 SPRINGFIELD BOULEVARD,QUEENS,NY,11413,Tamra Collins,PRINCIPAL,TCollins@schools.nyc.gov,718-977-6180,718-977-6182,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051000,181576,40.664809,-73.759396
2015-16,29Q360,Q360,New choice ES at Q892,342900010360,DOE,General Academic,Elementary,0K,,01/01/42186,Open,Q892,199-10 112 AVENUE,QUEENS,NY,11412,RYAN COOKE,Acting Principal,RCooke3@schools.nyc.gov,,,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",Q829,LMurray3@schools.nyc.gov,"MURRAY, LENON",LMurray3@schools.nyc.gov,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1051832,195248,40.702329,-73.756259
2015-16,29Q381,Q381,Pre-K Center District 29,,DOE,General Academic,District Pre-K Center,,,01/01/42186,Open,Q381,168-42 JAMAICA AVENUE,QUEENS,NY,11432,,,,,,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,,,,,,,,,,,,,,,N,1042112,196821,40.706724,-73.791304
2015-16,29Q492,Q492,"Mathematics, Science Research and Technology Magnet High School",342900011492,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/35221,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,JOSE CRUZ,PRINCIPAL,JCruz3@schools.nyc.gov,718-978-1837,718-978-2063,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1054589,193965,40.698786,-73.74633
2015-16,29Q494,Q494,"Law, Government and Community Service High School",342900011494,DOE,General Academic,High school,"10,11,12","09,10,11,12",01/01/35221,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Donna Delfyett White,PRINCIPAL,DWhite3@schools.nyc.gov,718-978-6432,718-978-6749,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1054589,193965,40.698786,-73.74633
2015-16,29Q496,Q496,"Business, Computer Applications & Entrepreneurship High School",342900011496,DOE,General Academic,High school,"11,12","09,10,11,12",01/01/35221,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,Lynne Callender,PRINCIPAL,LCallen2@schools.nyc.gov,718-978-2807,718-978-3402,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1054589,193965,40.698786,-73.74633
2015-16,29Q498,Q498,Humanities & Arts Magnet High School,342900011498,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/35221,Open,Q490,207- 01 116TH AVENUE,QUEENS,NY,11411,ROSEMARIE OMARD,PRINCIPAL,ROmard@schools.nyc.gov,718-978-2135,718-978-2309,29,29,Q829,COMMUNITY SCHOOL DISTRICT 29,"PRAYOR, MICHAEL",HS06,mprayor@schools.nyc.gov,,,QFSS,"WILKS, MARLENE",BFSC Director,718-281-3259,MWilks@schools.nyc.gov,,,,,N,1054589,193965,40.698786,-73.74633
2015-16,30Q002,Q002,P.S. 002 Alfred Zimberg,343000010002,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",01/01/13332,Open,Q002,75-10 21 AVENUE,QUEENS,NY,11370,JOSEPH TADDEO,PRINCIPAL,JTaddeo@schools.nyc.gov,718-728-1459,718-274-4332,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1013581,219753,40.769798,-73.894108
2015-16,30Q010,Q010,I.S. 010 Horace Greeley,343000010010,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/14427,Open,Q010,45-11 31ST AVE,QUEENS,NY,11103,CLEMENTE LOPES,PRINCIPAL,CLopes@schools.nyc.gov,718-278-7054,718-274-1578,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1008639,216222,40.760122,-73.911962
2015-16,30Q011,Q011,P.S. 011 Kathryn Phelan,343000010011,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",01/01/19176,Open,Q011,54-25 SKILLMAN AVENUE,QUEENS,NY,11377,Elizabeth Pena Jorge,PRINCIPAL,EPenaJo@schools.nyc.gov,718-779-2090,718-458-6362,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1009456,211124,40.746127,-73.909032
2015-16,30Q017,Q017,P.S. 017 Henry David Thoreau,343000010017,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/24654,Open,Q017,28-37 29 STREET,QUEENS,NY,11102,Rebecca Heyward,PRINCIPAL,RHeyward@schools.nyc.gov,718-278-1220,718-278-8257,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1005705,219102,40.768034,-73.922544
2015-16,30Q069,Q069,P.S. 069 Jackson Heights,343000010069,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/8949,Open,Q069,77-02 37 AVENUE,QUEENS,NY,11372,MARTHA VAZQUEZ,PRINCIPAL,mvazque11@schools.nyc.gov,718-424-7700,718-458-6567,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1015156,212106,40.748804,-73.888457
2015-16,30Q070,Q070,P.S. 070,343000010070,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/8949,Open,Q070,30-45 42 STREET,QUEENS,NY,11103,DONNA CONDILES GELLER,PRINCIPAL,DGeller@schools.nyc.gov,718-728-4646,718-728-5817,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1008084,216819,40.761762,-73.913964
2015-16,30Q076,Q076,P.S. 076 William Hallet,343000010076,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/24289,Open,Q076,36-36 10 STREET,QUEENS,NY,11106,MARY SCHAFENBERG,PRINCIPAL,MSchafe@schools.nyc.gov,718-361-7464,718-361-8014,30,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Q830,PCompos@schools.nyc.gov,"COMPOSTO, PHILIP",PCompos@schools.nyc.gov,QFSN,"PENDERGAST, LAWRENCE",BFSC Director,917-225-2020,LPender@schools.nyc.gov,,,,,N,1000420,216485,40.760862,-73.94163
